r,xip,xim
1.0417931859140126,0.03016747839860705,0.0023891023580859404
1.1306925678288484,0.030160847757381922,-0.0017612907208994907
1.2271780044536804,0.0,0.0
1.3318968369153346,0.0301484499591264,0.0004980042042311423
1.445551645928334,0.030138263854967397,-0.0010152500587065822
1.568904965556993,0.030127352472396226,0.0010001862457188078
1.7027843992171168,0.030113565568398108,-0.0010171018589236276
1.8480881722417244,0.030095888489313515,0.0005035981024915243
2.0057911582641164,0.0300785934973328,-0.0016623791962280484
2.1769514198504742,0.03006132992125864,0.00018067981600670562
2.3627173072646332,0.030035271654337847,0.0006260138859462376
2.5643351629919646,0.030010599611915052,-0.00018947650192200987
2.7831576837137395,0.029982717481058664,-0.0002462677448717118
3.020652995834269,0.029951182000150324,0.0001332353626554619
3.2784145054502933,0.029913490570337844,-0.000163104721297463
3.5581715888482623,0.029864193814677788,0.0003796402884981309
3.8618011952542775,0.029807701119990326,3.0301293502155106e-05
4.191340439682052,0.029748121684368987,-0.00010449829488042096
4.549000270366677,0.029687753111710066,-0.00010692573649860011
4.9371803024824175,0.029613204749781626,0.00014106417982969632
5.358484917666387,0.02952692451554863,0.000146882195985069
5.8157407373640435,0.029432421168529798,-0.0001460193038919655
6.312015587227856,0.02932939986399768,-2.1859535382068236e-05
6.85063907980627,0.029211915001242334,0.00010547002675138274
7.435224953615869,0.029080131850205214,9.06071927057187e-05
8.069695318474636,0.02893676261855197,-8.069682638806906e-05
8.758306969763257,0.028776949958626553,9.018133723393156e-05
9.505679948162316,0.028596706644480885,3.68552987748217e-05
10.31682853647885,0.028399419797713255,5.496389504352374e-05
11.197194901526343,0.028180280377620628,7.92225565052564e-05
12.152685606768726,0.02793881233146186,5.850826576167264e-05
13.18971124069936,0.027672856897286314,6.845799040003839e-05
14.315229426830223,0.027384224663471818,5.001691904347997e-05
15.536791503853978,0.027064028190163642,7.267622798080533e-05
16.862593189166986,0.026714573249447867,7.275272601790016e-05
18.301529565663937,0.02633144694009131,7.075037751564639e-05
19.86325476072393,0.025913242281659473,9.378312543232443e-05
21.55824671778508,0.02545763164518698,9.670495803148002e-05
23.39787749507533,0.024965454360090154,0.00011358732325424672
25.39448956314756,0.024435575973709617,0.00012813726516199266
27.561478613115426,0.023870028169497966,0.00015099080778899925
29.91338343116744,0.0232711898330472,0.00017035971878237032
32.46598344234857,0.022642088460390432,0.00018363129120588562
35.23640457804641,0.021986323602806675,0.00020844699737198276
38.243234177475216,0.021318438993950615,0.000203176827718498
41.50664569405123,0.020653137998818596,0.00020761321607096553
45.048534043342045,0.020013793448094133,0.00016459717707536053
48.89266250067031,0.019434710682801823,8.544204826178611e-05
53.06482213393487,0.01892812808046958,-0.00010627728711696051
57.5930048413202,0.018352690149016592,-0.0008072054485893232
